uuid,dates,poke_id,haiku,sprites
267_2024-09-23,2024-09-23,36,"A vulpix,
A vulpix,
A vulpix, a Pokemon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/37.gif
268_2024-09-24,2024-09-24,93,"A gengar, a cave,

A night of a full moon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/94.gif
269_2024-09-25,2024-09-25,81,"In the rough-terrain,
The Pokemon Magneton
Is formed by several magnethites,
 linked together.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/82.gif
270_2024-09-26,2024-09-26,149,"A Pokemon with a frown,
A face not to be fathom,
A creature of maniac.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/150.gif
271_2024-09-27,2024-09-27,8,"A BLASTOISE,
A shelled,
A water-jet-wielding,
BATTLE",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/9.gif
272_2024-09-28,2024-09-28,85,"The seel's horn is hard,

It is used to bash through

The thick icebergs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/86.gif
273_2024-09-29,2024-09-29,81,"In the rough-terrain,
The Pokemon Magneton
Is formed by several magnethites,
 linked together.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/82.gif
274_2024-09-30,2024-09-30,93,"A gengar, a cave,

A night of a full moon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/94.gif
275_2024-10-01,2024-10-01,2,"A Venusaur, moving,
Seeking sunlight.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/3.gif
276_2024-10-02,2024-10-02,93,"A gengar, a cave,

A night of a full moon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/94.gif
277_2024-10-03,2024-10-03,2,"A Venusaur, moving,
Seeking sunlight.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/3.gif
278_2024-10-04,2024-10-04,74,"Be careful walking on the mountain
 trail, be wary of GRAveler.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/75.gif
279_2024-10-05,2024-10-05,14,"The swarming, stings
Is like a storm.
A storm in the forest.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/15.gif
280_2024-10-06,2024-10-06,136,"A porygon skulks

In the city, between
The buildings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/137.gif
281_2024-10-07,2024-10-07,7,"Wartortle, with its long neck,
Stalks its prey in the pond.
It moves its ears",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/8.gif
282_2024-10-08,2024-10-08,136,"A porygon skulks

In the city, between
The buildings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/137.gif
283_2024-10-09,2024-10-09,141,"A Pokemon,
Aerodactyl,
Flies high,
Wings outstretched.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/142.gif
284_2024-10-10,2024-10-10,58,"A beautiful arcanine

A Pokemon that runs agilely

On its wings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/59.gif
285_2024-10-11,2024-10-11,11,"A butterfree flits past,

Flowing with speed to

Release its toxic

Dust.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/12.gif
286_2024-10-12,2024-10-12,99,"In the power plant's cage,
The Pokémon Voltorb
Zapped many people.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/100.gif
287_2024-10-13,2024-10-13,75,"A Pokemon named Golem.

A mountain's body,

Hard as a rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/76.gif
288_2024-10-14,2024-10-14,67,"Machamp's
Fists are like
A hurricane.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/68.gif
289_2024-10-15,2024-10-15,14,"The swarming, stings
Is like a storm.
A storm in the forest.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/15.gif
290_2024-10-16,2024-10-16,35,"The moment I sense you,

I run and hide,

A timid fairy.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/36.gif
291_2024-10-17,2024-10-17,136,"A porygon skulks

In the city, between
The buildings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/137.gif
292_2024-10-18,2024-10-18,11,"A butterfree flits past,

Flowing with speed to

Release its toxic

Dust.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/12.gif
293_2024-10-19,2024-10-19,115,"A fish, so small
It's a Pokemon

It's a sea horse, the small fish",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/116.gif
294_2024-10-20,2024-10-20,67,"Machamp's
Fists are like
A hurricane.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/68.gif
295_2024-10-21,2024-10-21,45,"A Pokemon named Paras,
A Parasite that 
Fucks up trees.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/46.gif
296_2024-10-22,2024-10-22,0,"A strange seed
Is planted on its back.
 Bulbasaur.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/1.gif
297_2024-10-23,2024-10-23,35,"The moment I sense you,

I run and hide,

A timid fairy.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/36.gif
298_2024-10-24,2024-10-24,103,"Cubone is a Pokemon that
Will always wear his helmet.
That way no one can see his face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/104.gif
299_2024-10-25,2024-10-25,81,"In the rough-terrain,
The Pokemon Magneton
Is formed by several magnethites,
 linked together.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/82.gif
300_2024-10-26,2024-10-26,18,"A rattata in the grass
The sharp fangs are long
And sharp as a pin
It gnaws and gn",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/19.gif
301_2024-10-27,2024-10-27,14,"The swarming, stings
Is like a storm.
A storm in the forest.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/15.gif
302_2024-10-28,2024-10-28,92,"At the far end of the cave,
A haunter, I believe.
I do not know why.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/93.gif
303_2024-10-29,2024-10-29,2,"A Venusaur, moving,
Seeking sunlight.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/3.gif
304_2024-10-30,2024-10-30,98,"Kingler the crusher
Is a powerful Pokemon
With a pincer of 10,000 horsepower
But its size is too",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/99.gif
305_2024-10-31,2024-10-31,127,"A taurors charges
Whipping its body
In a grassland.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/128.gif
306_2024-11-01,2024-11-01,4,"A charmeleon swims in the
 mountain air,
 its tail
 aflame.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/5.gif
307_2024-11-02,2024-11-02,4,"A charmeleon swims in the
 mountain air,
 its tail
 aflame.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/5.gif
308_2024-11-03,2024-11-03,39,"A wigglytuff,

Is a Pokemon.

Is in the grassland.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/40.gif
309_2024-11-04,2024-11-04,19,"Raticate swims in the grass,
Its feet can take it anywhere.
The river is not a barrier.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/20.gif
310_2024-11-05,2024-11-05,141,"A Pokemon,
Aerodactyl,
Flies high,
Wings outstretched.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/142.gif
311_2024-11-06,2024-11-06,6,"A Pokémon with a shell as hard

As a child, it swells

And hardens; the shell
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/7.gif
312_2024-11-07,2024-11-07,119,"Staryu,
A starry sea.

Staryu,
A star that shines.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/120.gif
313_2024-11-08,2024-11-08,105,"A Pokemon's name
Is ""hitmonlee""
A Pokemon that is
From urban areas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/106.gif
314_2024-11-09,2024-11-09,107,"Lickitung, the tongue-twister Pokémon
Is a creature of the grassland,
A chameleon-like",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/108.gif
315_2024-11-10,2024-11-10,127,"A taurors charges
Whipping its body
In a grassland.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/128.gif
316_2024-11-11,2024-11-11,144,"A ZAPDOS so rare
And so swift
It makes a crackling and snapping sound.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/145.gif
317_2024-11-12,2024-11-12,88,"A muk, muk, muk
Thickly covered in a vile
Sludge.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/89.gif
318_2024-11-13,2024-11-13,12,"It ate a lot of leaves,

The weedle.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/13.gif
319_2024-11-14,2024-11-14,99,"In the power plant's cage,
The Pokémon Voltorb
Zapped many people.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/100.gif
320_2024-11-15,2024-11-15,106,"A quick, fast Pokemon,

A lightning-fast punch,

A flash of light.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/107.gif
321_2024-11-16,2024-11-16,82,"A tall stalk of grass
The name of this Pokemon
Is a portmanteau of the word ""farmed""",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/83.gif
322_2024-11-17,2024-11-17,121,"A double-lipped Mr. Mime

Stretching out its hands.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/122.gif
323_2024-11-18,2024-11-18,116,"Seadra, a Pokemon
Swimming backwards
With its pectoral fins and tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/117.gif
324_2024-11-19,2024-11-19,34,"Clefairy, a magical Pokemon
A cute one too, a rare sight
With its admirers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/35.gif
325_2024-11-20,2024-11-20,103,"Cubone is a Pokemon that
Will always wear his helmet.
That way no one can see his face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/104.gif
326_2024-11-21,2024-11-21,124,"Electabuzz,
A black electric
A power plant.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/125.gif
327_2024-11-22,2024-11-22,54,"Golduck
The webbed forelegs
A calm lake
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/55.gif
328_2024-11-23,2024-11-23,60,"poliwhirl,

with the sleek

body

of

a

snake

",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/61.gif
329_2024-11-24,2024-11-24,118,"The seaking
A horn on its head
Is sharp like a drill,
A hole of water.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/119.gif
330_2024-11-25,2024-11-25,110,"The rhyhorn is a tough Pokemon
Who's bones are hard as nails—
With the strength to knock a sem",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/111.gif
331_2024-11-26,2024-11-26,48,"The wings

Of the venomoth

Are covered with

Scales.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/49.gif
332_2024-11-27,2024-11-27,140,"Kabutops swims,
In the deep, deep sea,
Catching prey
With its scythe-like",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/141.gif
333_2024-11-28,2024-11-28,122,"Scyther, with its wickedly sharp scythes
Scratches and tears its prey.
From a grassland",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/123.gif
334_2024-11-29,2024-11-29,68,"A Bellsprout,
Gripping insects
And swallowing them.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/69.gif
335_2024-11-30,2024-11-30,72,"A tentacruel's body
Is a series of tentacles.
It can be found
In the sea.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/73.gif
336_2024-12-01,2024-12-01,131,"Ditto

A ditto, in the city
A ditto, in its den",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/132.gif
337_2024-12-02,2024-12-02,68,"A Bellsprout,
Gripping insects
And swallowing them.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/69.gif
338_2024-12-03,2024-12-03,104,"The marowak

Is the smallest Pokemon

And also the weakest.

It is small and

",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/105.gif
339_2024-12-04,2024-12-04,113,"Tangela's body is covered in

Vines that sway

When it walks.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/114.gif
340_2024-12-05,2024-12-05,108,"Koffing, a Pokemon of toxic gas

The sound of koffing,

Koffing,
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/109.gif
341_2024-12-06,2024-12-06,88,"A muk, muk, muk
Thickly covered in a vile
Sludge.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/89.gif
342_2024-12-07,2024-12-07,79,"A slowbro, with a shell that clings
To the slowpoke’s tail,
 feeds on its leftovers",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/80.gif
343_2024-12-08,2024-12-08,75,"A Pokemon named Golem.

A mountain's body,

Hard as a rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/76.gif
344_2024-12-09,2024-12-09,142,"Snorlax

Is a very lazy Pokemon

Who just eats and sleeps,

As its bulk grows",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/143.gif
345_2024-12-10,2024-12-10,17,"A Pidgeot hunt,
Gleaming with speed.
A magikarp nearby.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/18.gif
346_2024-12-11,2024-12-11,33,"A nidoking, with its powerful tail

A crushing attack, with a twist

A moment of prey's",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/34.gif
347_2024-12-12,2024-12-12,145,"A Moltres, legendary bird of fire,
Every flap of its wings creates a dazzling flare of flames.
It",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/146.gif
348_2024-12-13,2024-12-13,18,"A rattata in the grass
The sharp fangs are long
And sharp as a pin
It gnaws and gn",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/19.gif
349_2024-12-14,2024-12-14,138,"Once, in the deep,

A star

Fell.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/139.gif
350_2024-12-15,2024-12-15,101,"The Pokemon exeggcute
Is often mistaken for
An egg.
It is a small, round
 Pokemon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/102.gif
351_2024-12-16,2024-12-16,89,"A Shellder, 
A hard shell,
Is vulnerable when open.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/90.gif
352_2024-12-17,2024-12-17,142,"Snorlax

Is a very lazy Pokemon

Who just eats and sleeps,

As its bulk grows",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/143.gif
353_2024-12-18,2024-12-18,129,"GYARADOS!
Fierce and violent,
When the water turns red,
It will go out",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/130.gif
354_2024-12-19,2024-12-19,81,"In the rough-terrain,
The Pokemon Magneton
Is formed by several magnethites,
 linked together.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/82.gif
355_2024-12-20,2024-12-20,65,"Machop,
The muscle child.

 Machop,
Hurl the mountains.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/66.gif
356_2024-12-21,2024-12-21,9,"aterpie, caterpie,
Caterpie, the caterpillar, the
Caterpie, the caterpillar,",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/10.gif
357_2024-12-22,2024-12-22,3,"A Charmander, too hot to hold,
Goes up to the mountain.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/4.gif
358_2024-12-23,2024-12-23,63,"A boy with eyes of fire

And a body of ice

Awoke in bed
transformed into k",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/64.gif
359_2024-12-24,2024-12-24,28,"A nidoran-f sits
In the grassland.
The horns are small.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/29.gif
360_2024-12-25,2024-12-25,125,"A magmar, hiding in the flames,
A flame that burns with orange glow.
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/126.gif
361_2024-12-26,2024-12-26,80,"Magnemite: a Pokemon of power
Grounded by antigravity
Thundered away!",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/81.gif
362_2024-12-27,2024-12-27,47,"A sly and sneaky Pokémon,

VernoAT lives in the shadows of tall trees.

It's",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/48.gif
363_2024-12-28,2024-12-28,111,"Rhydon,

With scales

Of lava

",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/112.gif
364_2024-12-29,2024-12-29,148,"Dragonite, the most powerful Pokémon
A rare sight to see
A very few people can see it
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/149.gif
365_2024-12-30,2024-12-30,59,"poliwag

A poliwag with

Newly grown legs

Swims in the water's edge",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/60.gif
