id,name,habitat,description,move,sprite_front,sprite_back,c_description
136.0,flareon,urban,"When storing thermal energy in its body,
its temperature can soar to over 1,600
degrees Fahrenheit.",pay-day,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/136.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/136.gif,"When storing thermal energy in its body, its temperature can soar to over 1,600 degrees Fahrenheit."
137.0,porygon,urban,"Using the most advanced technologies,
scientists finally succeeded in making the
first artificial POKéMON.",headbutt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/137.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/137.gif,"Using the most advanced technologies, scientists finally succeeded in making the first artificial PORYGON."
138.0,omanyte,sea,"Although long extinct, in rare cases, it
can be genetically regenerated from
fossils.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/138.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/138.gif,"Although long extinct, in rare cases, it can be genetically regenerated from fossils."
139.0,omastar,sea,"Despite having strong fangs and tentacles,
it went extinct when its heavy shell made
it unable to catch prey.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/139.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/139.gif,"Despite having strong fangs and tentacles, it went extinct when its heavy shell made it unable to catch prey."
140.0,kabuto,sea,"A POKéMON that was regenerated from a
fossil found in what was once the ocean
floor long ago.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/140.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/140.gif,A KABUTO that was regenerated from a fossil found in what was once the ocean floor long ago.
141.0,kabutops,sea,"It swims freely through water. It catches
prey with its scythe-like arms and drains
the victim’s fluids.",scratch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/141.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/141.gif,It swims freely through water. It catches prey with its scythe-like arms and drains the victim’s fluids.
142.0,aerodactyl,mountain,"It was regenerated from a dinosaur’s
genetic matter that was found in amber.
It flies with high-pitched cries.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/142.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/142.gif,It was regenerated from a dinosaur’s genetic matter that was found in amber. It flies with high-pitched cries.
143.0,snorlax,mountain,"Very lazy. Just eats and sleeps. As its
rotund bulk builds, it becomes steadily
more slothful.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/143.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/143.gif,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
144.0,articuno,rare,"A legendary bird POKéMON that is said to
appear to doomed people who are lost in
icy mountains.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/144.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/144.gif,A legendary bird ARTICUNO that is said to appear to doomed people who are lost in icy mountains.
145.0,zapdos,rare,"One of the legendary bird POKéMON.
While it is flying, it makes crackling and
snapping sounds.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/145.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/145.gif,"One of the legendary bird ZAPDOS. While it is flying, it makes crackling and snapping sounds."
146.0,moltres,rare,"It is said to be the legendary bird
POKéMON of fire. Every flap of its wings
creates a dazzling flare of flames.",razor-wind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/146.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/146.gif,It is said to be the legendary bird MOLTRES of fire. Every flap of its wings creates a dazzling flare of flames.
147.0,dratini,waters-edge,"Long considered a mythical POKéMON until
recently, when a small colony was found
living underwater.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/147.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/147.gif,"Long considered a mythical DRATINI until recently, when a small colony was found living underwater."
148.0,dragonair,waters-edge,"It is said to live in seas and lakes.
Even though it has no wings, it has been
seen flying occasionally.",bind,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/148.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/148.gif,"It is said to live in seas and lakes. Even though it has no wings, it has been seen flying occasionally."
149.0,dragonite,waters-edge,"Only a very few people ever see this
POKéMON. Its intelligence is said to
match that of humans.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/149.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/149.gif,Only a very few people ever see this DRAGONITE. Its intelligence is said to match that of humans.
150.0,mewtwo,rare,"It was created by a scientist after years
of horrific gene-splicing and DNA-
engineering experiments.",mega-punch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/150.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/back/150.gif,It was created by a scientist after years of horrific gene-splicing and DNA- engineering experiments.
